god bless,wow,perfect ,happy,unfortunately,worried,sorry ,late
,,,,,,47389,404787
,,,,,,47451,404788
,,,,,,47455,404790
,,,,,,47463,404795
,,,,,,47729,404800
,,,,,,47776,404803
,,,,,,47777,404815
,,,,,,47778,404816
,,,,,,47791,404820
,,,,,,47880,404838
,,,,,,47914,404849
,,,,,,47933,404858
,,,,,,48045,404859
,,,,,,48068,404862
,,,,,,48073,404874
,,,,,,48380,404892
,,,,,,48386,404925
,,,,,,48396,404935
,,,,,,48452,404939
,,,,,,48479,404941
,,,,,,48556,404946
,,,,,,48558,405060
,,,,,,48576,405065
,,,,,,48581,405071
,,,,,,48602,405090
,,,,,,48909,405119
,,,,,,48925,405128
,,,,,,48944,405136
,,,,,,48967,405141
,,,,,,48969,405143
,,,,,,49024,405145
,,,,,,49045,405151
,,,,,,49046,405180
,,,,,,49048,405187
,,,,,,49049,405198
,,,,,,49103,405199
,,,,,,49109,405219
,,,,,,49456,405232
,,,,,,49472,405241
,,,,,,49490,405244
,,,,,,49523,405280
,,,,,,49560,405284
,,,,,,49593,405289
,,,,,,49594,405298
,,,,,,49628,405299
,,,,,,49689,405303
,,,,,,49690,405313
,,,,,,49745,405323
,,,,,,49767,405327
,,,,,,49806,405442
,,,,,,49814,405446
,,,,,,49816,405447
,,,,,,49826,405454
,,,,,,49982,405463
,,,,,,50004,405468
,,,,,,50040,405479
,,,,,,50067,405488
,,,,,,50083,405540
,,,,,,50085,405554
,,,,,,50133,4
,,,,,,50144,19
,,,,,,50174,34
,,,,,,50182,44
,,,,,,50199,62
,,,,,,50273,66
,,,,,,50278,68
,,,,,,50279,69
,,,,,,50345,73
,,,,,,50378,83
,,,,,,50389,88
,,,,,,50401,109
,,,,,,50419,112
,,,,,,50432,973
,,,,,,50443,985
,,,,,,50487,996
,,,,,,50495,1001
,,,,,,50511,1007
,,,,,,50525,1008
,,,,,,50527,1010
,,,,,,50529,1015
,,,,,,50579,1254
,,,,,,50595,1262
,,,,,,51171,1267
,,,,,,51199,1287
,,,,,,51224,1289
,,,,,,51260,1291
,,,,,,51298,1312
,,,,,,51306,1321
,,,,,,51364,1341
,,,,,,51551,1348
,,,,,,51576,1350
,,,,,,51582,1351
,,,,,,51646,1370
,,,,,,51805,1372
,,,,,,51869,1394
,,,,,,51933,1420
,,,,,,51943,1423
,,,,,,51989,1427
,,,,,,52033,1986
,,,,,,52061,1987
,,,,,,52063,1989
,,,,,,52076,2011
,,,,,,52141,2026
,,,,,,52156,2031
,,,,,,52162,2040
,,,,,,52242,2193
,,,,,,52259,2223
,,,,,,52275,2227
,,,,,,52301,2245
,,,,,,52316,2246
,,,,,,52369,2254
,,,,,,52393,2262
,,,,,,52396,2268
,,,,,,52398,2270
,,,,,,52430,2282
,,,,,,52445,2291
,,,,,,52452,2310
,,,,,,52453,2315
,,,,,,52506,2317
,,,,,,52535,2319
,,,,,,52537,2326
,,,,,,52547,2343
,,,,,,52577,2348
,,,,,,52594,2356
,,,,,,52660,2362
,,,,,,52715,2461
,,,,,,52725,2523
,,,,,,52747,2528
,,,,,,52761,2546
,,,,,,52908,2611
,,,,,,52942,2612
,,,,,,53012,2614
,,,,,,53069,2671
,,,,,,53081,2697
,,,,,,53138,2709
,,,,,,53152,2710
,,,,,,53168,2736
,,,,,,53174,2741
,,,,,,53176,2744
,,,,,,53326,2749
,,,,,,53416,2754
,,,,,,53435,2822
,,,,,,53444,2826
,,,,,,53446,2839
,,,,,,53469,2888
,,,,,,53473,2906
,,,,,,53490,2916
,,,,,,53521,2955
,,,,,,53546,2974
,,,,,,53548,2979
,,,,,,53608,2980
,,,,,,53614,2989
,,,,,,53621,2993
,,,,,,53760,2994
,,,,,,53789,2995
,,,,,,53816,3025
,,,,,,53949,3038
,,,,,,53990,3044
,,,,,,54043,3045
,,,,,,54101,3047
,,,,,,54103,3049
,,,,,,54152,3054
,,,,,,54190,3057
,,,,,,54251,3060
,,,,,,54255,3061
,,,,,,54263,3106
,,,,,,54265,3113
,,,,,,54275,3114
,,,,,,54276,3123
,,,,,,54331,3129
,,,,,,54337,3132
,,,,,,54340,3136
,,,,,,54343,3151
,,,,,,54347,3156
,,,,,,54357,3167
,,,,,,54372,3168
,,,,,,54445,3177
,,,,,,54926,3179
,,,,,,54930,3202
,,,,,,54961,3210
,,,,,,54987,3243
,,,,,,54995,3268
,,,,,,55013,3270
,,,,,,55056,3281
,,,,,,55061,3290
,,,,,,55071,3308
,,,,,,55081,3329
,,,,,,55146,3333
,,,,,,55163,3401
,,,,,,55226,3413
,,,,,,55227,3424
,,,,,,55229,3446
,,,,,,55276,3469
,,,,,,55319,3472
,,,,,,55356,3493
,,,,,,55358,4373
,,,,,,55371,4375
,,,,,,55373,4385
,,,,,,55374,4392
,,,,,,55426,4402
,,,,,,55432,4415
,,,,,,55448,4441
,,,,,,55452,4445
,,,,,,55475,4451
,,,,,,55525,4486
,,,,,,55542,4505
,,,,,,55590,4513
,,,,,,55607,4526
,,,,,,55608,4549
,,,,,,55610,4576
,,,,,,55620,4578
,,,,,,55694,4623
,,,,,,55699,4630
,,,,,,55703,4916
,,,,,,55707,4920
,,,,,,55708,4924
,,,,,,55717,4928
,,,,,,55894,4969
,,,,,,55900,4995
,,,,,,55969,5005
,,,,,,55975,5006
,,,,,,56056,5013
,,,,,,56120,5018
,,,,,,56194,5020
,,,,,,56195,5058
,,,,,,56347,5065
,,,,,,56356,5081
,,,,,,57325,5089
,,,,,,57368,5093
,,,,,,57465,5131
,,,,,,57467,5242
,,,,,,57484,5246
,,,,,,57854,5264
,,,,,,58105,5272
,,,,,,58220,6792
,,,,,,58233,6828
,,,,,,58312,6831
,,,,,,58315,6841
,,,,,,58322,6867
,,,,,,58329,6871
,,,,,,58344,6877
,,,,,,58354,6879
,,,,,,58359,6880
,,,,,,58434,7295
,,,,,,58484,7323
,,,,,,58534,7325
,,,,,,58536,7339
,,,,,,58577,7344
,,,,,,58578,7351
,,,,,,58602,7355
,,,,,,58614,7362
,,,,,,58647,7369
,,,,,,58712,7407
,,,,,,58720,7408
,,,,,,58745,7424
,,,,,,58746,7445
,,,,,,58790,7450
,,,,,,58831,7460
,,,,,,59121,7461
,,,,,,59151,7464
,,,,,,59210,7516
,,,,,,59360,7534
,,,,,,59466,7537
,,,,,,59522,7541
,,,,,,59523,7542
,,,,,,60147,7556
,,,,,,60328,7559
,,,,,,60628,7564
,,,,,,60649,7574
,,,,,,60943,7587
,,,,,,61024,7614
,,,,,,61076,7632
,,,,,,61103,7647
,,,,,,61156,7654
,,,,,,61180,7676
,,,,,,61240,7725
,,,,,,61244,7743
,,,,,,61245,8171
,,,,,,61288,8172
,,,,,,61294,8181
,,,,,,61344,8182
,,,,,,61351,8192
,,,,,,61430,8194
,,,,,,61456,8203
,,,,,,61695,8205
,,,,,,61696,8249
,,,,,,61712,8260
,,,,,,61716,8298
,,,,,,61746,8300
,,,,,,61763,8301
,,,,,,61774,8304
,,,,,,61817,8320
,,,,,,62067,8333
,,,,,,62083,8376
,,,,,,62088,8436
,,,,,,62125,8642
,,,,,,62126,8643
,,,,,,62137,8654
,,,,,,62315,8673
,,,,,,62345,8687
,,,,,,62346,8697
,,,,,,62347,8698
,,,,,,62517,8712
,,,,,,62528,8716
,,,,,,62536,8733
,,,,,,62562,8739
,,,,,,62568,8742
,,,,,,62576,9018
,,,,,,62582,9026
,,,,,,62602,9048
,,,,,,62621,9068
,,,,,,62627,9074
,,,,,,62646,9077
,,,,,,62718,9079
,,,,,,62751,9084
,,,,,,62766,9106
,,,,,,62767,9107
,,,,,,62824,9112
,,,,,,62861,9133
,,,,,,62885,9154
,,,,,,62887,9155
,,,,,,62949,9160
,,,,,,62992,9173
,,,,,,63300,9175
,,,,,,63321,9204
,,,,,,63341,9233
,,,,,,63352,9237
,,,,,,63359,9243
,,,,,,63368,9288
,,,,,,63374,9290
,,,,,,63408,9313
,,,,,,63436,9315
,,,,,,63452,9370
,,,,,,63486,9412
,,,,,,63503,9426
,,,,,,63524,9436
,,,,,,63575,9437
,,,,,,63576,9438
,,,,,,63587,9452
,,,,,,63647,9454
,,,,,,63656,9457
,,,,,,63662,9475
,,,,,,63667,9533
,,,,,,63683,9591
,,,,,,63715,9624
,,,,,,63719,9627
,,,,,,63764,9637
,,,,,,63770,9640
,,,,,,63800,9650
,,,,,,63810,9651
,,,,,,63830,9652
,,,,,,63837,9689
,,,,,,63841,9692
,,,,,,64189,9699
,,,,,,64224,9712
,,,,,,64304,9717
,,,,,,64317,9750
,,,,,,64334,9753
,,,,,,64348,9757
,,,,,,64354,9759
,,,,,,64355,9808
,,,,,,64357,9814
,,,,,,64393,9817
,,,,,,64409,9821
,,,,,,64411,9846
,,,,,,64418,9868
,,,,,,64442,9879
,,,,,,64535,9880
,,,,,,64597,9918
,,,,,,64598,9919
,,,,,,64709,9924
,,,,,,64769,9931
,,,,,,64772,9932
,,,,,,64853,9937
,,,,,,64856,9941
,,,,,,65438,9942
,,,,,,65441,9970
,,,,,,65580,9973
,,,,,,65599,9990
,,,,,,65601,9991
,,,,,,65652,9994
,,,,,,65682,10008
,,,,,,65689,10010
,,,,,,65734,10011
,,,,,,65738,10020
,,,,,,65744,10035
,,,,,,65748,10044
,,,,,,65762,10048
,,,,,,65814,10049
,,,,,,65818,10059
,,,,,,66429,10087
,,,,,,66436,10193
,,,,,,67629,10197
,,,,,,67645,10204
,,,,,,67672,10206
,,,,,,67687,10228
,,,,,,67698,10233
,,,,,,67716,10235
,,,,,,67720,10242
,,,,,,67722,10243
,,,,,,67725,10246
,,,,,,67769,10255
,,,,,,67822,10263
,,,,,,67857,10271
,,,,,,67882,10273
,,,,,,67960,10274
,,,,,,67970,10275
,,,,,,68049,10292
,,,,,,68059,10684
,,,,,,68876,10686
,,,,,,68913,10688
,,,,,,69011,10696
,,,,,,69069,10743
,,,,,,69147,10753
,,,,,,69271,10789
,,,,,,69509,10822
,,,,,,69521,10837
,,,,,,69842,10842
,,,,,,69886,10844
,,,,,,69892,10867
,,,,,,69913,10886
,,,,,,69925,10930
,,,,,,69944,10940
,,,,,,69946,10941
,,,,,,70151,10944
,,,,,,70231,10949
,,,,,,70268,10950
,,,,,,70269,10958
,,,,,,70279,10963
,,,,,,70283,10975
,,,,,,70289,10986
,,,,,,70291,10998
,,,,,,70344,11024
,,,,,,70436,11037
,,,,,,70441,11053
,,,,,,70443,11055
,,,,,,70482,11061
,,,,,,70607,11095
,,,,,,70613,11100
,,,,,,70641,11397
,,,,,,70646,11410
,,,,,,70666,11452
,,,,,,70677,11453
,,,,,,70720,11497
,,,,,,70729,11502
,,,,,,70736,11508
,,,,,,70740,11519
,,,,,,70801,11521
,,,,,,70807,11530
,,,,,,70832,11535
,,,,,,71300,11545
,,,,,,71317,11552
,,,,,,71357,11556
,,,,,,71381,11560
,,,,,,71386,11566
,,,,,,71387,11574
,,,,,,71388,11577
,,,,,,71389,11694
,,,,,,71403,11704
,,,,,,71434,11713
,,,,,,71452,11798
,,,,,,71456,11818
,,,,,,71473,11823
,,,,,,71477,11854
,,,,,,71488,11871
,,,,,,71502,11873
,,,,,,71512,11901
,,,,,,71517,11908
,,,,,,71519,11913
,,,,,,71530,11980
,,,,,,71543,12351
,,,,,,71552,12376
,,,,,,71554,12399
,,,,,,71739,12401
,,,,,,71745,12408
,,,,,,71766,12434
,,,,,,71778,12486
,,,,,,71801,12497
,,,,,,71831,12514
,,,,,,71832,12515
,,,,,,71854,12534
,,,,,,71861,12538
,,,,,,71862,12539
,,,,,,71874,12542
,,,,,,71884,12552
,,,,,,71913,12560
,,,,,,71923,12598
,,,,,,71930,12603
,,,,,,71933,12611
,,,,,,71934,12616
,,,,,,71944,12617
,,,,,,71948,12618
,,,,,,71963,12637
,,,,,,71975,12647
,,,,,,71978,12648
,,,,,,72012,12649
,,,,,,72014,12655
,,,,,,72025,12659
,,,,,,72048,12689
,,,,,,72049,12698
,,,,,,72188,12708
,,,,,,72298,12775
,,,,,,73289,12777
,,,,,,73322,12781
,,,,,,73330,12790
,,,,,,73359,12791
,,,,,,73395,12812
,,,,,,73403,12813
,,,,,,73432,12828
,,,,,,73435,12830
,,,,,,73464,12835
,,,,,,73474,12838
,,,,,,73479,12888
,,,,,,73482,12901
,,,,,,73511,12928
,,,,,,73659,12930
,,,,,,73661,12932
,,,,,,73663,12936
,,,,,,73665,12938
,,,,,,73704,12945
,,,,,,73772,12955
,,,,,,73790,12958
,,,,,,73917,12969
,,,,,,74238,12973
,,,,,,74859,13253
,,,,,,74932,13268
,,,,,,74947,13270
,,,,,,74955,13271
,,,,,,74966,13273
,,,,,,74986,13286
,,,,,,75023,13288
,,,,,,75037,13291
,,,,,,75043,13299
,,,,,,75138,13306
,,,,,,75156,13307
,,,,,,75174,13329
,,,,,,75185,13346
,,,,,,75550,13370
,,,,,,75557,13388
,,,,,,75564,13391
,,,,,,75569,13395
,,,,,,75573,13396
,,,,,,75601,13408
,,,,,,75697,13423
,,,,,,75699,13441
,,,,,,75750,13443
,,,,,,75763,13506
,,,,,,75769,13525
,,,,,,75782,13560
,,,,,,75786,13575
,,,,,,75831,13584
,,,,,,75884,13609
,,,,,,75902,13611
,,,,,,75914,13613
,,,,,,76017,13619
,,,,,,76031,13624
,,,,,,76056,13633
,,,,,,76089,13638
,,,,,,76116,13669
,,,,,,76149,13670
,,,,,,76191,13682
,,,,,,76200,13691
,,,,,,76248,13695
,,,,,,76272,13702
,,,,,,76373,13718
,,,,,,76385,13725
,,,,,,76425,13727
,,,,,,76428,13728
,,,,,,76458,13744
,,,,,,76462,13751
,,,,,,76465,13759
,,,,,,76476,13782
,,,,,,76480,13790
,,,,,,76523,13791
,,,,,,77003,13793
,,,,,,77346,13805
,,,,,,77351,13811
,,,,,,77738,13815
,,,,,,78123,13838
,,,,,,78879,13847
,,,,,,78891,13849
,,,,,,78895,13862
,,,,,,78896,13869
,,,,,,78913,13873
,,,,,,78940,13877
,,,,,,79576,13881
,,,,,,80362,13897
,,,,,,80371,13902
,,,,,,80380,13904
,,,,,,80382,13905
,,,,,,80608,13923
,,,,,,80609,13929
,,,,,,80620,13941
,,,,,,80708,13944
,,,,,,80760,13947
,,,,,,80776,13952
,,,,,,80779,13956
,,,,,,80874,13965
,,,,,,80881,13989
,,,,,,80903,14108
,,,,,,80938,14120
,,,,,,80949,14121
,,,,,,81026,14130
,,,,,,81042,14142
,,,,,,81361,14148
,,,,,,81393,14171
,,,,,,81465,14175
,,,,,,81468,14503
,,,,,,81472,14504
,,,,,,81986,14509
,,,,,,81992,14515
,,,,,,82010,14538
,,,,,,82038,14546
,,,,,,82055,14562
,,,,,,82087,14582
,,,,,,82168,14592
,,,,,,82193,14610
,,,,,,82199,14618
,,,,,,82219,14643
,,,,,,82224,14648
,,,,,,82229,14665
,,,,,,82235,14670
,,,,,,82237,14682
,,,,,,82245,14708
,,,,,,82260,14711
,,,,,,82456,14716
,,,,,,82458,14732
,,,,,,82470,14736
,,,,,,82477,14739
,,,,,,82529,14740
,,,,,,82538,14750
,,,,,,82551,14753
,,,,,,83349,14758
,,,,,,83381,14773
,,,,,,83407,14780
,,,,,,83629,14784
,,,,,,83653,14796
,,,,,,83702,14811
,,,,,,83745,14814
,,,,,,83754,14815
,,,,,,83943,14823
,,,,,,83945,14825
,,,,,,83953,14826
,,,,,,83967,14829
,,,,,,83978,14838
,,,,,,83992,14853
,,,,,,84057,14868
,,,,,,84127,14883
,,,,,,84129,14895
,,,,,,84136,14897
,,,,,,84141,14898
,,,,,,84298,14911
,,,,,,84304,14912
,,,,,,84347,14932
,,,,,,84407,14939
,,,,,,84462,14942
,,,,,,85122,14958
,,,,,,85850,14982
,,,,,,85888,14990
,,,,,,85994,14991
,,,,,,86003,14996
,,,,,,86061,15034
,,,,,,86075,15040
,,,,,,86076,15045
,,,,,,86091,15051
,,,,,,86099,15058
,,,,,,86114,15059
,,,,,,86148,15060
,,,,,,86158,15071
,,,,,,86729,15078
,,,,,,86849,15085
,,,,,,87069,15088
,,,,,,87075,15091
,,,,,,87078,15092
,,,,,,87165,15096
,,,,,,87321,15108
,,,,,,87829,15118
,,,,,,87952,15144
,,,,,,88012,15166
,,,,,,88018,15168
,,,,,,88057,15179
,,,,,,88115,15199
,,,,,,88119,15205
,,,,,,88123,15209
,,,,,,88133,15493
,,,,,,88188,15510
,,,,,,88243,15532
,,,,,,88288,15559
,,,,,,88461,15565
,,,,,,88614,15568
,,,,,,88625,15569
,,,,,,88673,15580
,,,,,,88676,15581
,,,,,,88678,15596
,,,,,,88697,15601
,,,,,,88707,15611
,,,,,,88719,15625
,,,,,,88761,15637
,,,,,,88800,15687
,,,,,,88806,15704
,,,,,,88811,15709
,,,,,,88824,15714
,,,,,,88826,15723
,,,,,,88827,15727
,,,,,,88828,15736
,,,,,,88830,15737
,,,,,,88831,15740
,,,,,,88835,15742
,,,,,,88836,15744
,,,,,,88839,15762
,,,,,,88841,15765
,,,,,,88842,15776
,,,,,,88843,15784
,,,,,,88844,15792
,,,,,,88846,15800
,,,,,,88848,15806
,,,,,,88850,15809
,,,,,,88854,15830
,,,,,,88858,15835
,,,,,,88860,15848
,,,,,,88862,15850
,,,,,,88865,15854
,,,,,,88867,15862
,,,,,,88868,15868
,,,,,,88869,15874
,,,,,,88871,15879
,,,,,,88874,15886
,,,,,,88877,15887
,,,,,,88881,15900
,,,,,,88883,15903
,,,,,,88903,15909
,,,,,,88908,15912
,,,,,,88911,15914
,,,,,,88913,15940
,,,,,,88916,15942
,,,,,,88918,15951
,,,,,,88919,15956
,,,,,,88927,15961
,,,,,,88929,15974
,,,,,,88945,15986
,,,,,,88968,15988
,,,,,,88978,15990
,,,,,,88989,15991
,,,,,,88993,15992
,,,,,,89000,16032
,,,,,,89005,16048
,,,,,,89028,16050
,,,,,,89030,16052
,,,,,,89034,16055
,,,,,,89036,16058
,,,,,,89055,16059
,,,,,,89084,16062
,,,,,,89087,16071
,,,,,,89094,16074
,,,,,,89098,16079
,,,,,,89102,16084
,,,,,,89121,16087
,,,,,,89194,16088
,,,,,,89205,16092
,,,,,,89207,16097
,,,,,,89768,16564
,,,,,,89769,16600
,,,,,,89801,16611
,,,,,,89803,16619
,,,,,,89820,16625
,,,,,,89843,16634
,,,,,,89847,16637
,,,,,,89870,16651
,,,,,,89872,16662
,,,,,,89877,16663
,,,,,,89886,16670
,,,,,,89890,16705
,,,,,,89892,16708
,,,,,,89894,16712
,,,,,,89897,16730
,,,,,,89917,16733
,,,,,,89919,16741
,,,,,,89923,16744
,,,,,,89925,16805
,,,,,,89935,16806
,,,,,,89938,16809
,,,,,,89940,16824
,,,,,,89942,16838
,,,,,,89944,16840
,,,,,,89946,16846
,,,,,,89968,16876
,,,,,,89970,16944
,,,,,,89983,16953
,,,,,,89988,16958
,,,,,,89992,16959
,,,,,,90003,16962
,,,,,,90012,16965
,,,,,,90032,16971
,,,,,,90035,16978
,,,,,,90037,16980
,,,,,,90303,16984
,,,,,,90316,16989
,,,,,,90349,16998
,,,,,,90381,17009
,,,,,,90390,17053
,,,,,,90408,17058
,,,,,,90411,17061
,,,,,,90423,17083
,,,,,,90436,17086
,,,,,,90445,17100
,,,,,,90447,17108
,,,,,,90465,17109
,,,,,,90472,17111
,,,,,,90476,17155
,,,,,,90480,17160
,,,,,,90484,17191
,,,,,,90486,17196
,,,,,,90554,17197
,,,,,,90567,17206
,,,,,,90600,17212
,,,,,,90604,17230
,,,,,,90611,17234
,,,,,,90616,17241
,,,,,,90617,17264
,,,,,,90618,17268
,,,,,,90625,17272
,,,,,,90643,17275
,,,,,,90662,17276
,,,,,,90664,17289
,,,,,,90681,17298
,,,,,,90698,17310
,,,,,,90755,17333
,,,,,,90772,17334
,,,,,,90797,17337
,,,,,,90814,17341
,,,,,,90816,17343
,,,,,,90820,17512
,,,,,,90831,17524
,,,,,,90832,17525
,,,,,,90839,17528
,,,,,,90873,17530
,,,,,,90879,17532
,,,,,,90897,18019
,,,,,,90903,18021
,,,,,,90915,18026
,,,,,,90922,18027
,,,,,,90928,18029
,,,,,,90943,18031
,,,,,,90958,18036
,,,,,,90968,18045
,,,,,,90980,18052
,,,,,,90984,18053
,,,,,,90985,18054
,,,,,,91212,18059
,,,,,,91214,18065
,,,,,,91235,18067
,,,,,,91251,18072
,,,,,,91271,18077
,,,,,,91282,18079
,,,,,,91284,18082
,,,,,,91291,18084
,,,,,,91306,18086
,,,,,,91311,18088
,,,,,,91335,18096
,,,,,,91337,18097
,,,,,,91342,18099
,,,,,,91363,18102
,,,,,,91374,18113
,,,,,,91380,18119
,,,,,,91382,18123
,,,,,,91385,18130
,,,,,,91389,18131
,,,,,,91394,18134
,,,,,,91406,18138
,,,,,,91416,18142
,,,,,,91428,18144
,,,,,,91433,18148
,,,,,,91442,18152
,,,,,,91466,18154
,,,,,,91488,18160
,,,,,,91615,18220
,,,,,,91620,18226
,,,,,,91646,18228
,,,,,,91663,18231
,,,,,,91675,18232
,,,,,,91677,18233
,,,,,,91692,18234
,,,,,,91705,18236
,,,,,,91718,18238
,,,,,,91724,18239
,,,,,,91729,18242
,,,,,,91733,18243
,,,,,,91752,18247
,,,,,,91760,18248
,,,,,,91765,18253
,,,,,,91776,18255
,,,,,,91784,18258
,,,,,,91799,18260
,,,,,,91801,18265
,,,,,,91803,18705
,,,,,,91813,18712
,,,,,,91822,18721
,,,,,,91841,18731
,,,,,,91843,18737
,,,,,,91845,18739
,,,,,,91855,18999
,,,,,,91857,19003
,,,,,,91859,19006
,,,,,,91865,19013
,,,,,,91877,19016
,,,,,,91931,19018
,,,,,,91934,19020
,,,,,,91954,19021
,,,,,,92450,19025
,,,,,,92452,19026
,,,,,,92454,19036
,,,,,,92456,19040
,,,,,,92472,19044
,,,,,,92481,19053
,,,,,,92493,19087
,,,,,,92505,19089
,,,,,,92774,19092
,,,,,,92778,19095
,,,,,,92794,19099
,,,,,,92796,19104
,,,,,,92802,19109
,,,,,,92937,19143
,,,,,,92938,19153
,,,,,,92960,19154
,,,,,,92963,19159
,,,,,,92974,19164
,,,,,,92986,19173
,,,,,,92988,19174
,,,,,,92995,19419
,,,,,,92999,19420
,,,,,,93006,19421
,,,,,,93008,19435
,,,,,,93016,19453
,,,,,,93056,19454
,,,,,,93066,19456
,,,,,,93078,19461
,,,,,,93088,19466
,,,,,,93098,19486
,,,,,,93109,19490
,,,,,,93120,19495
,,,,,,93140,19668
,,,,,,93142,19894
,,,,,,93147,19895
,,,,,,93155,19908
,,,,,,93165,19914
,,,,,,93175,19916
,,,,,,93187,19917
,,,,,,93203,19921
,,,,,,93209,19924
,,,,,,93213,19940
,,,,,,93220,19949
,,,,,,93233,19960
,,,,,,93248,19982
,,,,,,93266,19989
,,,,,,93284,19991
,,,,,,93291,20006
,,,,,,93311,20007
,,,,,,93315,20032
,,,,,,93318,20040
,,,,,,93324,20046
,,,,,,93333,20056
,,,,,,93373,20057
,,,,,,93400,20059
,,,,,,93402,20063
,,,,,,93412,20066
,,,,,,93916,20070
,,,,,,93925,20073
,,,,,,93932,20075
,,,,,,93950,20079
,,,,,,93994,20086
,,,,,,93997,20097
,,,,,,94056,20105
,,,,,,94075,20112
,,,,,,94130,20113
,,,,,,94143,20117
,,,,,,94149,20131
,,,,,,94151,20145
,,,,,,94154,20151
,,,,,,94189,20240
,,,,,,94213,20248
,,,,,,94226,20258
,,,,,,94227,20261
,,,,,,94485,20264
,,,,,,94487,20266
,,,,,,94489,20268
,,,,,,94490,20273
,,,,,,94494,20285
,,,,,,94595,20297
,,,,,,94611,20301
,,,,,,94617,20305
,,,,,,94619,20308
,,,,,,94621,20310
,,,,,,94643,20314
,,,,,,94649,20317
,,,,,,94651,20319
,,,,,,94657,20321
,,,,,,94674,20322
,,,,,,94691,20341
,,,,,,94694,20342
,,,,,,94717,20348
,,,,,,94732,20352
,,,,,,94757,20371
,,,,,,94770,20375
,,,,,,94773,20495
,,,,,,94778,20498
,,,,,,94782,20499
,,,,,,94784,20504
,,,,,,94786,20514
,,,,,,94790,20520
,,,,,,94792,20524
,,,,,,94811,20527
,,,,,,94852,20556
,,,,,,94865,20558
,,,,,,94886,20563
,,,,,,94910,20566
,,,,,,94919,20576
,,,,,,94923,20585
,,,,,,94930,20595
,,,,,,94935,20600
,,,,,,94937,20612
,,,,,,94950,20615
,,,,,,94952,20616
,,,,,,94969,20633
,,,,,,94973,20635
,,,,,,95008,20636
,,,,,,95024,20801
,,,,,,95045,20804
,,,,,,95068,20806
,,,,,,95083,20808
,,,,,,95088,20809
,,,,,,95090,20824
,,,,,,95103,20827
,,,,,,95105,20832
,,,,,,95119,20847
,,,,,,95124,20850
,,,,,,95142,20851
,,,,,,95148,20853
,,,,,,95156,20856
,,,,,,95160,20866
,,,,,,95172,20867
,,,,,,95464,20868
,,,,,,95473,20873
,,,,,,95475,20874
,,,,,,95484,20879
,,,,,,95518,20880
,,,,,,95529,20881
,,,,,,95531,20885
,,,,,,95551,20886
,,,,,,95552,20887
,,,,,,95554,20889
,,,,,,95605,20890
,,,,,,95634,20897
,,,,,,95640,20899
,,,,,,95643,20906
,,,,,,95646,21016
,,,,,,95984,21017
,,,,,,95996,21022
,,,,,,96012,21023
,,,,,,96017,21024
,,,,,,96023,21025
,,,,,,96025,21034
,,,,,,96053,21041
,,,,,,96173,21097
,,,,,,96176,21128
,,,,,,96179,21132
,,,,,,96183,21136
,,,,,,96201,21143
,,,,,,96210,21180
,,,,,,96225,21187
,,,,,,96241,21189
,,,,,,96260,21201
,,,,,,96269,21205
,,,,,,96281,21210
,,,,,,96286,21217
,,,,,,96292,21218
,,,,,,96297,21219
,,,,,,96301,21221
,,,,,,96308,21223
,,,,,,96314,21224
,,,,,,96317,21233
,,,,,,96320,21235
,,,,,,96333,21239
,,,,,,96347,21245
,,,,,,96350,21248
,,,,,,96352,21254
,,,,,,96383,21258
,,,,,,96396,21260
,,,,,,96398,21262
,,,,,,96431,21272
,,,,,,96443,21274
,,,,,,96447,21317
,,,,,,96464,21320
,,,,,,96468,21338
,,,,,,96473,21340
,,,,,,96485,21351
,,,,,,96507,21463
,,,,,,96512,21467
,,,,,,96527,21484
,,,,,,96529,21494
,,,,,,96541,21495
,,,,,,96544,21501
,,,,,,97273,21508
,,,,,,97277,21511
,,,,,,97306,21908
,,,,,,97308,21909
,,,,,,97315,21913
,,,,,,97319,21921
,,,,,,97335,21925
,,,,,,97343,21926
,,,,,,97352,21930
,,,,,,97356,21948
,,,,,,97383,21983
,,,,,,97384,21986
,,,,,,97385,21995
,,,,,,97400,22174
,,,,,,97403,22176
,,,,,,97420,22184
,,,,,,97424,22187
,,,,,,97612,22188
,,,,,,97628,22190
,,,,,,97630,22191
,,,,,,97634,22213
,,,,,,97638,22217
,,,,,,97650,22224
,,,,,,97661,22232
,,,,,,97664,22251
,,,,,,97673,22257
,,,,,,97680,22258
,,,,,,97691,22259
,,,,,,97694,22264
,,,,,,97696,22270
,,,,,,97699,22276
,,,,,,97707,22282
,,,,,,97722,22290
,,,,,,97724,22291
,,,,,,97726,22293
,,,,,,97731,22308
,,,,,,97733,22312
,,,,,,97738,22315
,,,,,,97741,22329
,,,,,,97762,22333
,,,,,,97774,22364
,,,,,,97779,22769
,,,,,,97792,22779
,,,,,,97813,22780
,,,,,,97815,22786
,,,,,,97819,22789
,,,,,,97825,22802
,,,,,,97863,22806
,,,,,,97865,22814
,,,,,,97869,22837
,,,,,,97875,22843
,,,,,,97879,22845
,,,,,,97886,22853
,,,,,,97891,22854
,,,,,,97893,22872
,,,,,,97912,22873
,,,,,,97916,22890
,,,,,,97935,22892
,,,,,,97959,22898
,,,,,,97969,22907
,,,,,,97975,22915
,,,,,,97984,22927
,,,,,,97989,22933
,,,,,,97998,22951
